Price,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Number of views last 7 days,Currency,EURO Price,Country,City
389000,Trawler,Altena power boats,Used boat,1999,14.99,4.85,Steel,118,EUR,389000,Netherlands, In verkoophaven
389000,Motor Yacht,Prestige Yachts power boats,Used boat,2014,13.96,4.3,GRP,83,EUR,389000,Netherlands, Stevensweert (NL)
389000,Motor Yacht,Astondoa power boats,"Used boat,Diesel",2000,22.05,5.72,GRP,63,EUR,389000,Italy, Sardegna 
389000,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2013,13.96,4.3,GRP,106,EUR,389000,Germany, Ostsee 
389000,Motor Yacht,Nimbus power boats,"Used boat,Diesel",2019,11.56,3.5,GRP,113,EUR,389000,Netherlands, Flevoland 
2887500,Flybridge,Astondoa power boats,"new boat from stock,Diesel",2011,13.18,4.11,GRP,69,DKK,375375,Denmark, Frankrig
388000,Motor Yacht,Fairline power boats,"Used boat,Diesel",2007,15.7,4.25,GRP,41,EUR,388000,Croatia , NÃHE SPLIT - BOOTE RIEDL
388000,Catamaran,Fountaine Pajot power boats,"new boat from stock,Diesel",2017,11,5,GRP,277,EUR,388000,Switzerland, Lago Maggiore 
387000,Trawler,BÃ©nÃ©teau power boats,"new boat from stock,Diesel",2019,11,3.96,PVC,108,EUR,387000,Belgium ," Nieuport, Belgique"
385380,Hardtop,Marex power boats,"new boat from stock,Diesel",2020,11.49,3.49,GRP,368,EUR,385380,Switzerland, Stansstad
385000,Trawler,Linssen power boats,"Used boat,Diesel",2010,12.55,4.2,Steel,111,EUR,385000,Netherlands, In verkoophaven
385000,Motor Yacht,Fairline power boats,"Used boat,Diesel",2008,15,4,GRP,70,EUR,385000,Croatia , Dalmatia
385000,Flybridge,Princess power boats,"Used boat,Diesel",2005,18.45,4.85,GRP,101,EUR,385000,Portugal, Lisbon
385000,Motor Yacht,Sealine power boats,"Used boat,Diesel",2011,12.9,4.48,GRP,81,EUR,385000,Germany, N.-Deutschland
379000,Motor Yacht,Princess power boats,Used boat,2004,20.33,5.08,GRP,107,EUR,379000,Greece, Griechenland
379000,House Boat,Overblue power boats,"Used boat,Diesel",2016,14,4.2,PVC,113,EUR,379000,France," MARTIGUES, MARTIGUES"
379000,Trawler,Integrity power boats,"Used boat,Diesel",2020,12,3.96,GRP,74,EUR,379000,Germany, Rostock
379000,Flybridge,Integrity power boats,"Used boat,Diesel",2020,11.7,4.11,GRP,44,EUR,379000,Germany, Rostock
379000,Flybridge,Azimut power boats,"Used boat,Diesel",2005,17.51,4.75,GRP,81,EUR,379000,Croatia , INFO BOOTE RIEDL NOVIGRAD
379000,Trawler,Treffer power boats,Used boat,2019,14.3,4.35,Steel,27,EUR,379000,Netherlands, onbekend
379000,Motor Yacht,Jeanneau power boats,"new boat from stock,Unleaded",2020,11.93,3.57,GRP,65,EUR,379000,Germany, BÃ¶nningstedt
379000,Catamaran,Leopard power boats,"Used boat,Diesel",2016,13,6.72,GRP,88,EUR,379000,Seychelles , MahÃ©
378609,Motor Yacht,Cranchi power boats,"new boat from stock,Diesel",2019,11.7,3.53,GRP,73,EUR,378609,Netherlands, onbekend
375000,Hardtop,Sunseeker power boats,"Used boat,Diesel",2007,17.1,4.6,GRP,41,EUR,375000,Spain, Roses
375000,Flybridge,Jeanneau power boats,"new boat from stock,Diesel",2019,11.43,3.84,GRP,110,EUR,375000,Germany, Berlin 
375000,Flybridge,Azimut power boats,"Used boat,Diesel",2002,19.86,5.27,PVC,68,EUR,375000,Spain, Mallorca 
375000,Motor Yacht,Nimbus power boats,"Used boat,Diesel",2019,11.56,3.45,GRP,157,EUR,375000,Germany, LÃ¼becker Bucht 
375000,"Flybridge,Motor Yacht",Sunseeker power boats,"Used boat,Diesel",2006,16.3,4.65,GRP,312,EUR,375000,Germany, Kroatien 
375000,Flybridge,Sunseeker power boats,"Used boat,Diesel",2006,16.3,4.63,GRP,87,EUR,375000,Croatia , Punat 
375000,Trawler,Selene power boats,"Used boat,Diesel",2008,14.9,4.77,GRP,135,EUR,375000,Morocco, Ceuta 
370000,Motor Yacht,Windy power boats,"Used boat,Diesel",2006,17.83,4.54,GRP,113,EUR,370000,Greece, .
370000,Offshore Boat,Magnum power boats,"Used boat,Diesel",1994,16.2,4.8,GRP,227,EUR,370000,Greece, Lavrion
369900,Pilothouse,Jeanneau power boats,"new boat from stock,Diesel",2020,11.47,3.59,GRP,121,EUR,369900,Germany, Bayern 
2749688,Hardtop,Greenline power boats,"new boat from stock,Unleaded",2020,11.99,4.25,GRP,88,DKK,357459.44,Denmark, ab vÃ¦rft
369000,Motor Yacht,Fairline power boats,Used boat,1993,19.02,5.28,GRP,98,EUR,369000,France, Francia Mediterraneo
369000,Hardtop,Prestige Yachts power boats,Used boat,2013,15.2,4.5,GRP,43,EUR,369000,Croatia ," Dubrovnik, (CRO)"
369000,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2017,13.88,4.25,PVC,56,EUR,369000,France," PORT LEUCATE, France"
369000,Motor Yacht,Four Winns power boats,"new boat from stock,Unleaded",2020,11,3.9,GRP,111,EUR,369000,Spain, Baleares 
369000,Flybridge,Galeon power boats,"Used boat,Diesel",2009,16,4.78,GRP,37,EUR,369000,Spain, Mallorca 
369000,Flybridge,Galeon power boats,"Used boat,Diesel",2009,16.26,4.78,GRP,75,EUR,369000,Spain, Mallorca 
369000,Motor Yacht,Linssen power boats,"Used boat,Diesel",2013,13.9,4.35,Steel,266,EUR,369000,Germany, Berlin 
368750,Trawler,Linssen power boats,Used boat,2011,13.9,4.35,Steel,54,EUR,368750,Netherlands, Bestboats Roermond
368000,Motor Yacht,Cantieri Estensi power boats,"Used boat,Diesel",2007,16.1,4.8,GRP,39,EUR,368000,Italy, Mar Tirreno
335000,Flybridge,Sunseeker power boats,"Used boat,Diesel",2005,15.24,4.63,GRP,140,Â£ ,335000,United Kingdom , Torquay
367000,Catamaran,Lagoon power boats,"Used boat,Diesel",2013,13.72,7.62,GRP,54,EUR,367000,Croatia , Split
365000,Trawler,Linssen power boats,Used boat,2015,13.15,4.3,Steel,137,EUR,365000,Netherlands, In verkoophaven
365000,Trawler,Linssen power boats,"Used boat,Diesel",2001,13.72,4.3,GRP,69,EUR,365000,Germany, Informationen BCM-Yachtsales
365000,Motor Yacht,Atlantis power boats,"Used boat,Diesel",2008,15.54,4.36,GRP,58,EUR,365000,Portugal, Vilamoura
365000,Flybridge,Azimut power boats,"Used boat,Diesel",2006,17.51,4.75,GRP,28,EUR,365000,Montenegro, Bar
365000,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2017,13.88,4.25,PVC,126,EUR,365000,France," MONACO, France"
364570,Hardtop,Sealine power boats,"new boat from stock,Diesel",2021,11.04,3.5,GRP,161,EUR,364570,Switzerland, VierwaldstÃ¤ttersee 
390000,"Classic,Motor Yacht",Riva power boats,"Used boat,Diesel",2008,9.92,2.8,GRP,527,CHF,393900,Switzerland, Lake Geneva 
360000,Motor Yacht,Sealine power boats,Used boat,2011,15.41,4.61,GRP,50,EUR,360000,Croatia ," Split, (CRO)"
359000,Flybridge,Sessa power boats,"Used boat,Diesel",2018,11.76,3.9,GRP,130,EUR,359000,Croatia , Split
359000,Hardtop,Fairline power boats,"Used boat,Diesel",2005,18.8,4.75,GRP,224,EUR,359000,Germany, LÃ¼becker Bucht 
358000,Hardtop,Jeanneau power boats,"Used boat,Diesel",2017,14.3,4.1,PVC,64,EUR,358000,France," Granville, Granville"
386000,Sport Boat,Windy power boats,"new boat from stock,Unleaded",2019,9.48,2.94,GRP,327,CHF,389860,Switzerland, Lago Maggiore 
325000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2005,15.67,4.6,GRP,21,Â£ ,325000,France, Saint-Jean-Cap-Ferrat
325000,Hardtop,Sunseeker power boats,"Used boat,Diesel",2014,12.4,3.87,GRP,168,Â£ ,325000,Switzerland, Adria 
325000,Flybridge,Princess power boats,"Used boat,Diesel",2007,15.39,4.3,GRP,50,Â£ ,325000,United Kingdom , Southampton
355000,Trawler,Linden power boats,Used boat,2007,14.5,4.4,Steel,42,EUR,355000,Netherlands, In verkoophaven
355000,Hardtop,Princess power boats,"Used boat,Diesel",2003,17.68,4.59,GRP,98,EUR,355000,France, CÃ´te d'Azur 
355000,Motor Yacht,Sealine power boats,"Used boat,Diesel",2009,15,4,GRP,48,EUR,355000,Croatia , Kvarner
355000,Hardtop,Mirakul power boats,"new boat on order,Diesel",2020,12,4,GRP,171,EUR,355000,Switzerland, Lake Constance 
382836,Sport Boat,Windy power boats,"new boat from stock,Diesel",2020,9.75,2.97,GRP,226,CHF,386664.36,Switzerland, VierwaldstÃ¤ttersee 
379500,Hardtop,Galeon power boats,"Used boat,Diesel",2017,11.37,3.43,GRP,481,CHF,383295,Switzerland, VierwaldstÃ¤ttersee 
350000,Motor Yacht,Belliure power boats,"Used boat,Diesel",2004,13.23,4.2,GRP,57,EUR,350000,Spain, Costa Blanca 
350000,Motor Yacht,Azimut power boats,"Used boat,Diesel",2005,14.93,4.42,GRP,41,EUR,350000,Portugal, Lisbon
350000,Motor Yacht,Baia power boats,"Used boat,Diesel",2003,17,4.75,GRP,102,EUR,350000,Greece, Athen
350000,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2014,13.88,4.25,PVC,103,EUR,350000,France," SOLENZARA, SOLENZARA"
350000,Motor Yacht,Johnson power boats,"Used boat,Diesel",1994,19.81,5.79,GRP,51,EUR,350000,Montenegro, Budva
350000,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2014,13.88,4.25,PVC,29,EUR,350000,France," Ajaccio, France"
349900,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2000,20,5,GRP,78,EUR,349900,Croatia , ITALY- nord
349900,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2019,11.47,3.59,GRP,57,EUR,349900,Germany, Hamburg 
349500,Classic,Zijlmans power boats,new boat from stock,2007,18.3,4.9,Steel,80,EUR,349500,Netherlands, In verkoophaven
349000,Trawler,Linssen power boats,"Used boat,Diesel",2001,13.72,4.3,GRP,82,EUR,349000,Germany, Nordrhein-Westfalen 
349000,Offshore Boat,Albatro power boats,"Used boat,Diesel",2011,15.3,4,GRP,99,EUR,349000,Spain, Mallorca 
349000,Flybridge,Azimut power boats,"Used boat,Diesel",2003,17.51,4.75,GRP,195,EUR,349000,Italy, INFO BOOTE RIEDL
349000,Motor Yacht,Princess power boats,"Used boat,Diesel",2006,18.12,4.76,GRP,317,EUR,349000,Italy, Lago Maggiore 
349000,Trawler,Pacific power boats,Used boat,2002,15.5,4.7,Steel,92,EUR,349000,Netherlands, In verkoophaven
349000,Sport Boat,Marian power boats,"new boat from stock,Electric",2019,7.9,2.5,GRP,248,EUR,349000,Germany, Konstanz
349000,Motor Yacht,Princess power boats,"Used boat,Diesel",2005,17.67,4.65,GRP,148,EUR,349000,Spain, Ibiza
349000,Motor Yacht,Sessa power boats,"Used boat,Diesel",2013,13.72,3.99,GRP,69,EUR,349000,France, Beulieu
349000,Motor Yacht,Dalla Pieta power boats,Used boat,2007,18.51,4.94,GRP,19,EUR,349000,Croatia , In verkoophaven
349000,Hardtop,Sessa power boats,"Used boat,Diesel",2013,13.85,3.99,PVC,65,EUR,349000,France," Beaulieu, Beaulieu"
349000,Motor Yacht,Ocean Alexander power boats,"Used boat,Diesel",2004,16.4,4.72,GRP,54,EUR,349000,Germany, Rostock
349000,Trawler,Integrity power boats,"Used boat,Diesel",2020,11.66,4.11,GRP,91,EUR,349000,Germany, Rostock
349000,Flybridge,Rodman power boats,"Used boat,Diesel",2008,16.21,4.75,GRP,67,EUR,349000,Croatia , INFO BOOTE RIEDL SUKOSAN
349000,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2017,12.64,3.97,PVC,45,EUR,349000,France," VANNES, VANNES"
349000,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2017,12.64,3.97,PVC,79,EUR,349000,France," Arzon, Arzon"
349000,Trawler,Belliure power boats,"Used boat,Diesel",2007,16.25,4.53,PVC,86,EUR,349000,France, SARDAIGNE
340000,Hardtop,Fiart Mare power boats,Used boat,2010,14.33,4.41,GRP,149,EUR,340000,Italy, Campania 
340000,Motor Yacht,Princess power boats,"Used boat,Diesel",2003,20.33,5.08,GRP,59,EUR,340000,Italy, INFO DD-YACHTING
340000,Flybridge,Aicon power boats,Used boat,2007,17.4,4.8,GRP,63,EUR,340000,Italy, Toscana 
339990,Motor Yacht,Princess power boats,"Used boat,Diesel",2005,18.2,4.6,GRP,92,EUR,339990,Croatia , UMAG - BOOTE RIEDL
339900,Motor Yacht,Belliure power boats,"Used boat,Diesel",2001,14.7,4.6,GRP,62,EUR,339900,Spain, Alicante
339900,Flybridge,Galeon power boats,"Used boat,Diesel",2007,16.26,4.76,GRP,64,EUR,339900,Croatia , NOVIGRAD
339500,Trawler,Linssen power boats,Used boat,2014,12.85,4.3,Steel,111,EUR,339500,Netherlands, Bestboats Roermond
339000,Motor Yacht,Atlantis power boats,"Used boat,Diesel",2009,15.56,4.35,GRP,149,EUR,339000,Croatia , INFO BOOTE RIEDL KROATIEN
339000,Hardtop,Bavaria power boats,"Used boat,Diesel",2014,13.22,4.41,GRP,111,EUR,339000,Spain, Costa Blanca 
339000,Hardtop,Sunseeker power boats,"Used boat,Diesel",2013,12.9,3.87,GRP,168,EUR,339000,Switzerland, Ibiza 
339000,Mega Yacht,Sunseeker power boats,"Used boat,Diesel",2001,21.81,5.2,GRP,612,EUR,339000,Italy, Adria
339000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2013,12.92,3.9,GRP,36,EUR,339000,Spain, Eivissa-San Juan
339000,Motor Yacht,Princess power boats,"Used boat,Diesel",2010,12.75,3.99,GRP,81,EUR,339000,Croatia , INFO BOOTE RIEDL NOVIGRAD
339000,Hardtop,Princess power boats,"Used boat,Diesel",2010,13.86,3.98,GRP,1461,EUR,339000,Croatia , Kroatien 
339000,Hardtop,Cranchi power boats,"Used boat,Diesel",2014,13.82,4.06,GRP,206,EUR,339000,France," Frejus, Frankreich (CÃ´te dâAzur) "
338083,Hardtop,Bavaria power boats,"new boat from stock,Unleaded",2019,13.29,3.99,GRP,79,EUR,338083,Germany, Allert marin - Ausstellung
337900,Hardtop,Jeanneau power boats,"Used boat,Diesel",2014,13.93,4.1,GRP,159,EUR,337900,France, MÃ©diterranÃ©e 
365000,"Classic,Motor Yacht",Swiss Craft power boats,"Used boat,Unleaded",1968,9.6,3.5,Wood,187,CHF,368650,Switzerland, Lake of Zurich 
330000,Hardtop,Sunseeker power boats,"Used boat,Unleaded",1999,17.68,4.59,GRP,94,EUR,330000,Spain, Mallorca 
330000,Motor Yacht,Atlantis power boats,Used boat,2008,15.37,4.5,GRP,26,EUR,330000,Croatia ," Primosten, (CRO)"
330000,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2017,13.41,3.99,GRP,74,EUR,330000,Malta, Portomaso
330000,Motor Yacht,Princess power boats,"Used boat,Diesel",2009,13.72,4.19,GRP,53,EUR,330000,Italy, Naples
330000,Motor Yacht,Princess power boats,"Used boat,Diesel",2010,13.56,3.99,GRP,109,EUR,330000,France, SÃDFRANKREICH
330000,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2012,13.83,4.41,GRP,62,EUR,330000,Croatia , KROATIEN
330000,Hardtop,BÃ©nÃ©teau power boats,Used boat,2016,13.45,3.99,PVC,41,EUR,330000,France," Thonon-les-Bains, France"
330000,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2015,13.88,4.25,GRP,79,EUR,330000,Italy, Livorno
330000,Motor Yacht,Uniesse power boats,"Used boat,Diesel",2004,16.4,4.5,GRP,43,EUR,330000,Italy, Liguria 
330000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2009,14.33,4.3,GRP,68,EUR,330000,Spain, Mallorca 
329150,Motor Yacht,Jeanneau power boats,Used boat,2019,11.6,3.95,GRP,34,EUR,329150,Finland," Turku, (FI)"
329000,Motor Yacht,van der Heijden power boats,Used boat,2006,14.99,4.5,Steel,41,EUR,329000,Netherlands, In verkoophaven
329000,Trawler,Linssen power boats,"Used boat,Diesel",2011,13.9,4.35,Steel,398,EUR,329000,Switzerland, Bielersee 
329000,Flybridge,Rodman power boats,"Used boat,Diesel",2004,17.36,4.9,PVC,72,EUR,329000,Spain," Alicante (Alacant), Espagne"
329000,Flybridge,Azimut power boats,"Used boat,Diesel",2007,15.51,4.55,GRP,127,EUR,329000,Croatia , INFO BOOTE RIEDL ZADAR
329000,Hardtop,BÃ©nÃ©teau power boats,"Used boat,Diesel",2019,12.67,3.87,PVC,47,EUR,329000,France," PORT LEUCATE, France"
329000,Hardtop,BÃ©nÃ©teau power boats,Used boat,2016,12.67,3.87,PVC,67,EUR,329000,Netherlands," In verkoophaven, Pays-Bas"
329000,Hardtop,Jeanneau power boats,"Used boat,Diesel",2018,9.86,3.62,GRP,77,EUR,329000,Portugal, Faro 
329000,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2016,13.79,4.1,GRP,228,EUR,329000,Germany, Schleswig-Holstein 
329000,Motor Yacht,Fairline power boats,"Used boat,Diesel",2013,12.63,4.22,GRP,110,EUR,329000,France, Antibes (France) 
329000,Flybridge,Astondoa power boats,"Used boat,Diesel",2016,13.9,4.28,GRP,172,EUR,329000,Spain, Costa Blanca 
327000,Hardtop,Azimut power boats,"Used boat,Diesel",2012,14.9,4.3,PVC,57,EUR,327000,France," LA GRANDE MOTTE, France"
350000,"Hardtop,Motor Yacht",BÃ©nÃ©teau power boats,"Used boat,Diesel",2016,13.15,3.96,GRP,1780,CHF,353500,Switzerland, Lake Geneva 
325000,Motor Yacht,VanDutch power boats,Used boat,2013,11.98,3.5,GRP,67,EUR,325000,France, onbekend
295000,Motor Yacht,Princess power boats,"Used boat,Diesel",2012,13.01,3.9,GRP,115,Â£ ,295000,United Kingdom , Southampton
2399200,Motor Yacht,Greenline power boats,"new boat from stock,Diesel",2020,11.96,3.75,GRP,76,DKK,311896,Denmark, Showroom Toldbodgade 94 Randers
320000,Motor Yacht,Fairline power boats,"Used boat,Diesel",1997,20,5.18,GRP,60,EUR,320000,Croatia , Split
320000,Motor Yacht,Princess power boats,"Used boat,Diesel",2009,14.63,4.01,GRP,70,EUR,320000,Italy, Nord Adria
320000,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2011,15.3,4.33,GRP,47,EUR,320000,Lebanon, Beirut
320000,Flybridge,Riviera power boats,Used boat,2003,16.36,4.85,GRP,67,EUR,320000,France, Frankrijk (France)
320000,Motor Yacht,Sea Ray power boats,"Used boat,Diesel",2014,14.82,4.47,PVC,97,EUR,320000,Spain, Mallorca 
320000,Motor Yacht,Princess power boats,"Used boat,Diesel",2002,19.93,5.08,GRP,102,EUR,320000,Italy, Lazio 
320000,Motor Yacht,Storebro power boats,Used boat,1994,15.2,4.55,GRP,142,EUR,320000,Germany, TravemÃ¼nde
320000,Hardtop,Sunseeker power boats,"Used boat,Diesel",2009,14.99,4.29,GRP,255,EUR,320000,Germany, LÃ¼becker Bucht 
320000,Hardtop,Sunseeker power boats,"Used boat,Diesel",2008,14.99,4.3,GRP,108,EUR,320000,Spain, Mallorca 
320000,Motor Yacht,Menorquin power boats,"Used boat,Diesel",2010,15.95,5,GRP,137,EUR,320000,Italy, Toscana 
319900,Motor Yacht,Cantieri di Sarnico power boats,"Used boat,Diesel",2012,14.65,4.28,GRP,66,EUR,319900,Italy, West
319490,Classic,Boesch power boats,"Used boat,Unleaded",1965,5.8,2.1,Wood,140,EUR,319490,Germany, Gersthofen
345000,Motor Yacht,Ocean Master (US) power boats,Used boat,2008,10.2,3,GRP,89,CHF,348450,Switzerland, Luganersee 
345000,Motor Yacht,Erman Yachting power boats,"new boat from stock,Diesel",2020,10.9,3.5,GRP,571,CHF,348450,Switzerland, Lake Constance 
319000,Flybridge,Azimut power boats,"Used boat,Diesel",2001,17.51,4.75,GRP,106,EUR,319000,Spain, onbekend
319000,Motor Yacht,Fairline power boats,"Used boat,Diesel",2005,15.7,4.22,GRP,103,EUR,319000,Spain, Baleares 
319000,Hardtop,Sealine power boats,"Display Model,Diesel",2019,11.99,3.85,GRP,142,EUR,319000,Croatia ," Pula, Marina Veruda "
319000,Motor Yacht,van der Heijden power boats,"Used boat,Diesel",2006,15.8,4.5,Steel,69,EUR,319000,Netherlands, Op aanvraag - Auf Anfrage - On request
315000,Flybridge,Ferretti power boats,"Used boat,Diesel",2008,14.35,4.35,GRP,94,EUR,315000,Croatia , INFO DD-YACHTING
315000,Motor Yacht,Conam power boats,"Used boat,Diesel",2008,18.45,4.3,GRP,105,EUR,315000,Germany, Informationen BCM-Yachtsales
315000,Motor Yacht,Fairline power boats,"Used boat,Diesel",2006,14.78,3.99,GRP,56,EUR,315000,United Kingdom , OstkÃ¼ste
315000,Flybridge,Jeanneau power boats,"Used boat,Diesel",2017,11.43,3.84,PVC,37,EUR,315000,Czech Republic," PRAGUE, RÃ©publique TchÃ¨que"
315000,Motor Yacht,Jetten power boats,Used boat,2012,13.5,4.5,Steel,149,EUR,315000,Netherlands, BelgiÃ« - Omgeving Brugge
314000,Hardtop,Fiart Mare power boats,"Used boat,Diesel",2008,15.45,4.39,PVC,103,EUR,314000,France," LA ROCHELLE, France"
285000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2001,17.07,4.72,GRP,35,Â£ ,285000,United Kingdom , Torquay
311302,Motor Yacht,Sealine power boats,"new boat from stock,Diesel",2021,10.31,3.5,GRP,220,EUR,311302,Switzerland, VierwaldstÃ¤ttersee 
310000,Center console boat,Rizzardi power boats,"Used boat,Diesel",2007,14.8,4.4,GRP,25,EUR,310000,Italy, Lazio 
310000,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2014,11.92,4,GRP,74,EUR,310000,Malta, Msida
310000,Flybridge,Aicon power boats,"Used boat,Diesel",2007,17.4,4.8,GRP,101,EUR,310000,Croatia , INFO BOOTE RIEDL NOVIGRAD
310000,Motor Yacht,Tuccoli power boats,"Used boat,Diesel",2017,11.2,3.7,GRP,59,EUR,310000,Italy, Toscana 
310000,Hardtop,Di Donna power boats,"Used boat,Diesel",2012,13.35,4.14,GRP,66,EUR,310000,Italy, Mar Tirreno
310000,Motor Yacht,Apreamare power boats,Used boat,2007,13.21,4.7,GRP,52,EUR,310000,Italy, Campania 
310000,Motor Yacht,Uniesse power boats,"Used boat,Diesel",2004,16.2,4.6,GRP,103,EUR,310000,Italy, Liguria 
310000,"Center console boat,Classic",Sessa power boats,"Used boat,Diesel",2008,16,4.5,GRP,272,EUR,310000,Italy, Veneto 
304000,Hardtop,BÃ©nÃ©teau power boats,"Used boat,Diesel",2016,11.5,3.85,PVC,59,EUR,304000,France," LA GAVINE, HYERES"
301784,Motor Yacht,Jeanneau power boats,"new boat on order,Diesel",2020,11.47,3.59,GRP,40,EUR,301784,Germany, BÃ¶nningstedt
301762,Motor Yacht,Cranchi power boats,new boat from stock,2019,11.7,3.53,GRP,94,EUR,301762,Netherlands, onbekend
325000,Motor Yacht,Nimbus power boats,"Used boat,Diesel",2017,11.33,3.5,GRP,380,CHF,328250,Switzerland, Murtensee 
300000,Flybridge,Rodman power boats,Used boat,2007,17.39,4.9,GRP,45,EUR,300000,Italy, Campania 
300000,Hardtop,Uniesse power boats,"Used boat,Diesel",2006,14.67,4.62,GRP,55,EUR,300000,Italy, Mar Tirreno
300000,Motor Yacht,Fairline power boats,"Used boat,Diesel",2005,16.22,4.27,GRP,123,EUR,300000,Spain, Mallorca 
299900,Hardtop,Jeanneau power boats,"new boat from stock,Diesel",2019,11.62,3.62,GRP,62,EUR,299900,Germany, Berlin 
299900,Motor Yacht,Greenline power boats,"Display Model,Unleaded",2019,10.99,3.49,GRP,92,EUR,299900,Spain, Baleares 
299500,Flybridge,Sessa power boats,"Used boat,Diesel",2014,12.9,4,GRP,115,EUR,299500,Spain, Mallorca 
299000,Flybridge,Astondoa power boats,"Used boat,Diesel",2006,16.4,4.6,GRP,67,EUR,299000,Croatia , Dalmatien
299000,Hardtop,Menorquin power boats,"Used boat,Diesel",2006,15,5,GRP,139,EUR,299000,Croatia , Dalmatia
299000,Flybridge,Ferretti power boats,"Used boat,Diesel",2002,16,4,GRP,150,EUR,299000,Croatia , Kvarner
299000,Flybridge,Galeon power boats,"Used boat,Diesel",2017,11.75,3.48,GRP,123,EUR,299000,Spain, Mallorca 
299000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2008,14.97,4,GRP,161,EUR,299000,Spain, Ibiza
298000,Hardtop,Atlantis power boats,"Used boat,Diesel",2009,15.38,4.45,GRP,108,EUR,298000,Croatia , a.Anfrage/on request/ Kroatien /Istrien
298000,Trawler,Smelne power boats,Used boat,2001,14.95,4.45,Steel,84,EUR,298000,Netherlands," Niet in verkoophaven, bezichtiging op afspraak."
298000,Motor Yacht,Ijlstervlet power boats,Used boat,2017,11.85,3.95,Steel,46,EUR,298000,Netherlands, Lemmer
298000,Flybridge,Jeanneau power boats,"Used boat,Diesel",2017,11,3,PVC,33,EUR,298000,Croatia ," Split, Croatie"
298000,Trawler,Integrity power boats,"Used boat,Diesel",2020,10.8,3.72,GRP,80,EUR,298000,Germany, Rostock
298000,Motor Yacht,Rapsody power boats,Used boat,2004,14.9,4.18,GRP,75,EUR,298000,Netherlands, In verkoophaven
298000,Motor Yacht,Sealine power boats,Used boat,2011,14.33,4.48,GRP,110,EUR,298000,Finland, NÃ¥dendal
297357,Flybridge,Delphia power boats,"new boat from stock,Diesel",2020,12.75,4.26,GRP,94,EUR,297357,Poland, ab Werk
297115,Hardtop,Marex power boats,"new boat from stock,Diesel",2020,9.99,3.3,GRP,418,EUR,297115,Switzerland, Stansstad
270000,Motor Yacht,Pershing power boats,"Used boat,Diesel",2006,14.78,4.18,GRP,82,Â£ ,270000,Italy, Jesolo
295250,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1998,17.98,4.6,GRP,72,EUR,295250,Spain, Costa del Sol
295000,Trawler,Linssen power boats,"Used boat,Diesel",2000,14.95,4.75,Steel,210,EUR,295000,Netherlands, In verkoophaven
295000,Flybridge,Azimut power boats,"Used boat,Diesel",2011,12.35,4.05,PVC,143,EUR,295000,Poland," NIEPORET, Pologne"
295000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2003,16.61,4.46,GRP,57,EUR,295000,Germany, Neustadt in Holstein
295000,Flybridge,Galeon power boats,"Used boat,Diesel",2007,16.26,4.76,GRP,65,EUR,295000,Germany, INFO DD-YACHTING
295000,Flybridge,Sunseeker power boats,"Used boat,Diesel",2003,18.64,4.57,Aluminium,120,EUR,295000,Malta, St. Julians
295000,Flybridge,Sunseeker power boats,"Used boat,Diesel",2001,17.37,4.6,GRP,80,EUR,295000,Spain, Empuriabrava
295000,Motor Yacht,Astondoa power boats,"Used boat,Diesel",2007,14.02,4.3,GRP,41,EUR,295000,Spain, Alicante
295000,"Cabin Boat,Motor Yacht,Trawler",Greenline power boats,"Used boat,Diesel",2018,11.99,4.25,GRP,206,EUR,295000,Slovenia , Portoroz 
295000,Flybridge,Azimut power boats,"Used boat,Diesel",1999,18,5.5,GRP,314,EUR,295000,Italy, Veneto 
294000,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2018,11,3.96,PVC,75,EUR,294000,France," Bandol, France"
292000,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2012,12.17,4.25,PVC,31,EUR,292000,Spain," DÃ©nia, Espagne"
292000,Motor Yacht,Rapsody power boats,"Used boat,Diesel",2002,15.5,4.1,GRP,162,EUR,292000,Germany, Naantali 
