Price,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Number of views last 7 days,Currency,EURO Price,Country,City
291500,Motor Yacht,BÃ©nÃ©teau power boats,"new boat from stock,Diesel",2020,11.29,3.96,GRP,95,EUR,291500,Germany, Baden-WÃ¼rttemberg 
315000,"Bowrider,Motor Yacht,Wakeboard/Wakesurf",Sea Ray power boats,"Used boat,Unleaded",2017,10.5,3.2,GRP,508,CHF,318150,Switzerland, Lake of Zurich 
291150,Hardtop,Galeon power boats,"new boat on order,Unleaded",2020,10.9,3.35,GRP,248,EUR,291150,Germany, Lake Constance 
264950,Flybridge,Princess power boats,"Used boat,Diesel",2009,14.35,3.99,PVC,103,Â£ ,264950,United Kingdom ," Lincoln, Lincoln"
264950,Motor Yacht,Princess power boats,"Used boat,Diesel",2009,14.35,3.99,PVC,67,Â£ ,264950,United Kingdom ," LINCOLN, Royaume Uni"
313900,Hardtop,Marex power boats,"new boat from stock,Diesel",2020,9.46,3.22,GRP,230,CHF,317039,Switzerland, Goldach
290000,Runabout,Menorquin power boats,Used boat,2003,15.95,5,GRP,63,EUR,290000,Italy, Toscana 
290000,Sport Boat,Giorgi power boats,"Used boat,Diesel",2014,15.2,4.2,GRP,42,EUR,290000,Italy, Toscana 
290000,Catamaran,Lagoon power boats,"Used boat,Diesel",2012,13.72,7.62,GRP,89,EUR,290000,Croatia , Sibenik
290000,Catamaran,Fountaine Pajot power boats,"Used boat,Diesel",2017,11.01,5.11,GRP,113,EUR,290000,Portugal, Lisbon
290000,Hardtop,Cayman power boats,"Used boat,Diesel",2007,17,4.65,GRP,90,EUR,290000,Croatia , Donau 
290000,Flybridge,Posillipo power boats,Used boat,1996,21.63,5.3,GRP,45,EUR,290000,Italy, I West
290000,Flybridge,Ferretti power boats,"Used boat,Diesel",2002,15.4,4.7,GRP,50,EUR,290000,Italy, Adria
289500,Trawler,BÃ©nÃ©teau power boats,Used boat,2013,13.88,4.25,PVC,132,EUR,289500,Spain," Valencia, Espagne"
312538,Hardtop,Jeanneau power boats,"new boat from stock,Diesel",2020,10.56,3.32,GRP,249,CHF,315663.38,Switzerland, VierwaldstÃ¤ttersee 
289000,Flybridge,Sealine power boats,"Used boat,Diesel",2007,15.67,4.58,GRP,237,EUR,289000,Greece, auf Anfrage / on request / Griechenland
289000,Motor Yacht,Azimut power boats,"Used boat,Diesel",2007,13.11,4.22,GRP,95,EUR,289000,Croatia , INFO BOOTE RIEDL SUKOSAN
289000,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2012,13.88,4.25,PVC,33,EUR,289000,France," BORMES LES MIMOSAS, France"
289000,Hardtop,Pershing power boats,"Used boat,Diesel",2004,16.69,4.7,GRP,29,EUR,289000,Croatia , Zadar
289000,Motor Yacht,Pershing power boats,"Used boat,Diesel",2004,16.7,4.7,GRP,193,EUR,289000,Austria, Kroatien 
288500,Motor Yacht,Jeanneau power boats,"new boat from stock,Diesel",2020,10.5,3.32,GRP,53,EUR,288500,Germany, BÃ¶nningstedt
286800,Wakeboard/Wakesurf,Nautique power boats,"new boat on order,Unleaded",2020,7.65,2.59,GRP,145,EUR,286800,Germany, Rheinland-Pfalz 
2130000,Motor Yacht,Jeanneau power boats,"new boat from stock,Diesel",2014,13.69,4.11,GRP,45,DKK,276900,Denmark, Frankrig
285450,Pilothouse,Delta Powerboats power boats,"new boat from stock,Diesel",2020,10.7,3.1,GRP,370,EUR,285450,Switzerland, Lake Constance 
260000,Flybridge,Sealine power boats,"Used boat,Diesel",2011,13.96,4.51,GRP,96,Â£ ,260000,France, Seyne sur Mer
285000,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2013,13.36,4.16,GRP,144,EUR,285000,Spain, Alicante
2100000,Motor Yacht,Fairline power boats,"new boat from stock,Diesel",2006,14.34,4.01,GRP,62,DKK,273000,Denmark, Frankrig
282000,Trawler,Grand Banks power boats,"Used boat,Diesel",2001,14.63,4.06,GRP,96,EUR,282000,Germany, GroÃbritannien
256950,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2011,13.88,4.25,PVC,47,Â£ ,256950,United Kingdom ," Hamble, Hamble"
280000,Motor Yacht,De Boarnstream power boats,"Display Model,Diesel",2016,10.86,3.6,Steel,236,EUR,280000,Switzerland, Lake Constance 
280000,Motor Yacht,Sunseeker power boats,Used boat,2006,17.04,4.6,GRP,231,EUR,280000,Spain, Mallorca 
280000,Motor Yacht,BÃ©nÃ©teau power boats,"Used boat,Diesel",2016,11.5,3.85,GRP,46,EUR,280000,France, CÃ´te d'Azur 
280000,Motor Yacht,Astondoa power boats,"Used boat,Diesel",2003,16.45,4.65,GRP,23,EUR,280000,Croatia , INFO DD-YACHTING
280000,Hardtop,Azimut power boats,"Used boat,Diesel",2008,13.37,4.22,GRP,95,EUR,280000,Italy, Campania 
280000,Hardtop,BÃ©nÃ©teau power boats,"Used boat,Diesel",2010,14.63,4.27,GRP,102,EUR,280000,Malta, San ?iljan
280000,Trawler,Grand Banks power boats,"Used boat,Diesel",1996,14.35,4.5,GRP,184,EUR,280000,France, PACA 
280000,"Motor Yacht,Trawler",Linssen power boats,"Used boat,Diesel",1998,14.98,4.88,Steel,312,EUR,280000,Germany, Niedersachsen 
280000,Sport Boat,Baja power boats,"Used boat,Unleaded",2001,13.43,2.9,Plastic,241,EUR,280000,Latvia, riga 
279900,Motor Yacht,Jeanneau power boats,"new boat from stock,Diesel",2020,10.53,3.32,GRP,106,EUR,279900,Germany, Bayern 
279000,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2019,11.29,4.03,PVC,55,EUR,279000,France," BORMES LES MIMOSAS, France"
279000,Motor Yacht,Fairline power boats,"Used boat,Diesel",2007,14.78,3.99,GRP,169,EUR,279000,Germany, Elbe 
279000,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2011,13.88,4.25,PVC,44,EUR,279000,France," Ajaccio, France"
279000,Hardtop,Jeanneau power boats,"new boat from stock,Diesel",2020,10.56,3.27,PVC,31,EUR,279000,France," BORMES LES MIMOSAS, France"
279000,Hardtop,Bavaria power boats,"Used boat,Diesel",2016,13.29,3.97,GRP,128,EUR,279000,Germany, Nordsee 
279000,Hardtop,Sunseeker power boats,"Used boat,Diesel",2004,16.99,4.6,GRP,118,EUR,279000,Germany, Nordrhein-Westfalen 
278789,Pilothouse,Cobrey power boats,"new boat from stock,Unleaded",2020,9.8,3.19,GRP,309,EUR,278789,Switzerland, Lake Constance 
278000,Motor Yacht,Azimut power boats,"new boat from stock,Diesel",2020,10.25,3.5,GRP,227,EUR,278000,Italy, noch in Produktion
278000,Motor Yacht,Cranchi power boats,Used boat,2018,11.7,3.53,GRP,71,EUR,278000,Croatia , onbekend
300000,House Boat,Altena power boats,"Used boat,Diesel",2002,15.3,4.4,Steel,525,CHF,303000,Switzerland, Neuenburgersee 
299900,Motor Yacht,Monterey power boats,"new boat from stock,Unleaded",2017,10.7,3.4,GRP,75,CHF,302899,Switzerland, 3421 Lyssach
277000,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2018,11.29,4.03,PVC,51,EUR,277000,France," LA GRANDE MOTTE, LA GRANDE MOTTE"
277000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2008,14.95,4.3,GRP,67,EUR,277000,Spain, Alicante
276200,Hardtop,Grandezza power boats,"new boat on order,Diesel",2020,10.03,3.23,GRP,132,EUR,276200,Germany, Baden-WÃ¼rttemberg 
298000,Hardtop,Saga power boats,"Display Model,Diesel",2020,9.78,3.25,GRP,250,CHF,300980,Switzerland, VierwaldstÃ¤ttersee 
275445,Hardtop,Marex power boats,"new boat from stock,Diesel",2020,9.46,3.24,GRP,252,EUR,275445,Switzerland, VierwaldstÃ¤ttersee 
275000,Sport Boat,Apreamare power boats,"Used boat,Diesel",2003,12.2,4.5,GRP,44,EUR,275000,Italy, Sardegna 
275000,Motor Yacht,Fairline power boats,"Used boat,Diesel",2008,13.1,4,GRP,153,EUR,275000,Croatia , INFO DD-YACHTING KROATIEN
275000,Hardtop,Sealine power boats,"Used boat,Diesel",2010,14.02,4.48,GRP,105,EUR,275000,Germany, INFO DD-YACHTING DEUTSCHLAND
275000,Flybridge,Fairline power boats,Used boat,1995,19.04,4.85,GRP,73,EUR,275000,Finland," Turku, (FI)"
275000,Flybridge,BÃ©nÃ©teau power boats,"new boat from stock,Diesel",2019,11.37,3.8,PVC,44,EUR,275000,France," La Seyne-sur-Mer, France"
275000,Hardtop,Sunseeker power boats,"Used boat,Diesel",2005,16.15,1.4,GRP,62,EUR,275000,Spain, Mallorca 
275000,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2011,13.88,4.25,PVC,81,EUR,275000,France," LORIENT, LORIENT"
275000,Motor Yacht,Sessa power boats,"Used boat,Diesel",2012,11.7,3.75,GRP,49,EUR,275000,Spain, Mallorca 
275000,Trawler,van der Heijden power boats,Used boat,2005,14.95,4.5,Steel,53,EUR,275000,Netherlands, In verkoophaven
274999,Motor Yacht,Cobra Yachts power boats,"Display Model,Diesel",2019,11.4,3.5,GRP,159,EUR,274999,Poland, Werft
274900,Hardtop,Bavaria power boats,"Used boat,Diesel",2011,14.3,4.41,GRP,74,EUR,274900,Italy, Tyrrhenian sea
274900,Motor Yacht,Jeanneau power boats,"new boat from stock,Diesel",2019,10.5,3.32,GRP,132,EUR,274900,Germany, Bayern 
249950,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2007,14.97,4.3,GRP,119,Â£ ,249950,Sweden , Stockholm
249995,Motor Yacht,Canados power boats,"Used boat,Diesel",1995,18.29,5.46,GRP,70,Â£ ,249995,United Kingdom , Southampton
249950,Hardtop,Jeanneau power boats,"Used boat,Diesel",2019,10.52,3.05,PVC,78,Â£ ,249950,United Kingdom ," Burton Waters, Burton Waters"
274000,Cabin Boat,Invictus power boats,"new boat from stock,Unleaded",2020,11.4,3.5,GRP,178,EUR,274000,Switzerland, Lake Geneva 
295000,Passenger boat,Hitzler-Werft Regensburg power boats,"Used boat,Diesel",1910,13.3,3.12,Steel,245,CHF,297950,Switzerland, VierwaldstÃ¤ttersee 
295000,Flybridge,Astondoa power boats,"Used boat,Diesel",2003,13.9,4.3,GRP,408,CHF,297950,Switzerland, Locarno
295000,Motor Yacht,Fairline power boats,"Used boat,Diesel",2006,15.79,4.5,GRP,1107,CHF,297950,Switzerland, Lake of Zurich 
272000,Cabin Boat,Delta Powerboats power boats,"new boat from stock,Diesel",2020,10.7,3.1,GRP,220,EUR,272000,Switzerland, Lake Constance 
293500,Bowrider,Chris Craft power boats,"new boat from stock,Unleaded",2020,8.13,2.59,GRP,183,CHF,296435,Switzerland, Lago Maggiore 
290000,"Classic,House Boat,Motor Yacht",Lavagna power boats,"Used boat,Diesel",1967,18.5,4.95,Wood,578,CHF,292900,France, Alpes Maritimes 
270000,Flybridge,Diano power boats,"Used boat,Diesel",1991,22.8,5.75,Wood,65,EUR,270000,Italy, Mar Tirreno
270000,Flybridge,Sealine power boats,"Used boat,Diesel",2010,14.1,4.48,GRP,102,EUR,270000,Croatia , INFO DD-YACHTING
270000,Motor Yacht,Fairline power boats,Used boat,2008,15,4,GRP,42,EUR,270000,Spain, Alicante
270000,Hardtop,Innovazioni e Progetti power boats,"Used boat,Diesel",2009,14.7,4.64,GRP,64,EUR,270000,Italy, Campania 
270000,Flybridge,Sealine power boats,Used boat,2010,14.1,4.48,GRP,54,EUR,270000,Croatia , Dalmatia (HR)
270000,Hardtop,BÃ©nÃ©teau power boats,"Used boat,Diesel",2018,12.67,3.85,GRP,70,EUR,270000,Croatia , KROATIEN
270000,Hardtop,Rizzardi power boats,"Used boat,Diesel",2005,14.8,4.4,GRP,116,EUR,270000,Italy, Lazio 
270000,Hardtop,Pershing power boats,Used boat,2002,16.7,4.7,GRP,115,EUR,270000,Italy, Campania 
269900,Flybridge,Azimut power boats,"Used boat,Diesel",2007,12.9,4.29,GRP,84,EUR,269900,Austria, INFO BOOTE RIEDL
269000,Flybridge,Fairline power boats,"Used boat,Diesel",2003,15.79,4.5,GRP,185,EUR,269000,Netherlands, Gelderland 
269000,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2014,13.22,4.41,GRP,54,EUR,269000,Italy, Tirreno Meridionale
269000,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2014,13.22,4.41,GRP,126,EUR,269000,Italy, Tirreno Meridionale
269000,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2014,13.22,4.41,GRP,99,EUR,269000,Italy, Tirreno Meridionale
269000,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2014,13.22,4.41,GRP,171,EUR,269000,Italy, Tirreno Meridionale
269000,Flybridge,Galeon power boats,"Used boat,Diesel",2012,11.98,3.75,GRP,408,EUR,269000,Germany, Rhein 
245000,Flybridge,Fairline power boats,"Used boat,Diesel",2001,17.05,4.65,PVC,100,Â£ ,245000,United Kingdom ," Ardrossan, Ardrossan"
245000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2009,14.97,4.3,GRP,48,Â£ ,245000,Portugal, Vilamoura
268000,Runabout,Comitti power boats,"Display Model,Unleaded",2019,11,2.99,GRP,243,EUR,268000,Switzerland, Lake Constance 
288000,"Classic,Runabout",Comitti power boats,new boat from stock,2018,11,2.99,GRP,285,CHF,290880,Switzerland, Lago Maggiore 
265727,Motor Yacht,Jeanneau power boats,new boat on order,2020,11.47,3.62,GRP,45,EUR,265727,Germany, BÃ¶nningstedt
265000,Sport Boat,Cormate power boats,"new boat on order,Unleaded",2021,10.36,2.55,GRP,156,EUR,265000,Switzerland, Lake Constance 
265000,House Boat,Hemiksem power boats,Used boat,1966,46.91,5.08,Steel,174,EUR,265000,Belgium , Bruxelles - Ittre 
265000,Motor Yacht,Azimut power boats,"Used boat,Diesel",2011,11.58,3.86,GRP,95,EUR,265000,Germany, INFO DD-YACHTING
265000,Pilothouse,Bavaria power boats,"Used boat,Diesel",2017,11.99,4.2,GRP,236,EUR,265000,Italy, Lake Garda 
265000,Motor Yacht,Galeon power boats,Used boat,2011,13.6,3.9,GRP,97,EUR,265000,Spain, INFO DD-YACHTING
265000,Motor Yacht,Absolute power boats,"Used boat,Diesel",2009,14.36,4.24,GRP,64,EUR,265000,Greece, ?????
265000,Hardtop,Jeanneau power boats,Used boat,2017,11.15,3.74,GRP,68,EUR,265000,Estonia ," Tallinn, (EST)"
265000,Hardtop,Pershing power boats,"Used boat,Diesel",2002,16.7,4.7,GRP,116,EUR,265000,Italy, Campania 
265000,Sport Boat,Nautica Esposito power boats,"Used boat,Diesel",2017,11.5,3.85,PVC,41,EUR,265000,Spain," Gerona, Espagne"
265000,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2011,13.88,4.25,PVC,54,EUR,265000,France," MANCHE, France"
285000,Wakeboard/Wakesurf,Pavati power boats,"Display Model,Unleaded",2019,7.52,2.56,Aluminium,690,CHF,287850,Switzerland, Lake Geneva 
285000,Sport Boat,Linssen power boats,"Used boat,Diesel",2009,12.85,4.3,Steel,247,CHF,287850,Switzerland, Lago Maggiore 
239950,Flybridge,Princess power boats,"Used boat,Diesel",2008,12.8,4.18,GRP,95,Â£ ,239950,United Kingdom , Southampton
263000,Bowrider,Fjord power boats,"Used boat,Unleaded",2018,11.32,3.64,PVC,103,EUR,263000,France," PORTO VECCHIO, PORTO VECCHIO"
280000,Motor Yacht,Biot power boats,"Used boat,Diesel",2003,14.15,4.3,Aluminium,212,CHF,282800,Switzerland, Bielersee 
260000,Motor Yacht,Sessa power boats,"Used boat,Diesel",2009,11.88,3.99,GRP,39,EUR,260000,Croatia , INFO DD-YACHTING
260000,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2012,13.88,4.25,GRP,82,EUR,260000,Turkey, Bodrum
260000,Hardtop,Sessa power boats,"Used boat,Diesel",2006,15.8,4.5,GRP,54,EUR,260000,Croatia , INFO DD-YACHTING
260000,Hardtop,Rio power boats,Used boat,2012,13.23,4,GRP,48,EUR,260000,Italy, Campania 
260000,Motor Yacht,Uniesse power boats,"Used boat,Diesel",2005,16.2,4.5,GRP,62,EUR,260000,Italy, Mar Tirreno
260000,Hardtop,Sunseeker power boats,"Used boat,Diesel",2007,14.99,4.2,GRP,177,EUR,260000,Croatia , Zadar
260000,Motor Yacht,Gobbi power boats,"Used boat,Diesel",2007,16.7,4.65,GRP,122,EUR,260000,Spain, Alicante
260000,Hardtop,Bavaria power boats,"Used boat,Diesel",2015,13.29,3.97,GRP,178,EUR,260000,Germany, Schleswig-Holstein / Nordsee
260000,Hardtop,Prestige Yachts power boats,"Used boat,Diesel",2013,13.36,4.16,PVC,130,EUR,260000,France," Mandelieu la Napoule, France"
259500,Trawler,Tryvia power boats,Used boat,2011,13.45,4.25,Steel,107,EUR,259500,Netherlands, Bestboats Roermond
259000,Flybridge,Adagio Yachts power boats,Used boat,2008,12.97,3.87,GRP,53,EUR,259000,Netherlands, onbekend
259000,Motor Yacht,Fairline power boats,"Used boat,Diesel",2001,16.61,4.67,GRP,63,EUR,259000,Spain, Mallorca 
258000,Motor Yacht,Four Winns power boats,"Used boat,Diesel",2010,13.3,4.07,GRP,63,EUR,258000,Croatia , INFO DD-YACHTING
278000,Hardtop,Galeon power boats,"Used boat,Diesel",2014,11.99,3.66,GRP,267,CHF,280780,Switzerland, Stansstad
256800,Sport Boat,Fjord power boats,"Display Model,Gas",2020,11.63,3.64,GRP,104,EUR,256800,Croatia , Split
256000,Hardtop,Sessa power boats,"new boat from stock,Unleaded",2020,11.7,3.75,GRP,58,EUR,256000,Italy, Toscana 
256000,Hardtop,BÃ©nÃ©teau power boats,"Used boat,Diesel",2010,14.8,4.27,PVC,63,EUR,256000,France," CANET EN ROUSSILLON, France"
255000,Flybridge,Azimut power boats,"Used boat,Diesel",2005,14,4,GRP,61,EUR,255000,Croatia , Kvarner
255000,Motor Yacht,BÃ©nÃ©teau power boats,"Used boat,Diesel",2011,14,4,GRP,116,EUR,255000,Croatia , Dalmatia
255000,Trawler,Sabre power boats,"Used boat,Diesel",2000,14.22,4.57,GRP,42,EUR,255000,Netherlands, In verkoophaven
255000,Motor Yacht,Neptunus power boats,"Used boat,Diesel",1994,18.9,5.15,GRP,72,EUR,255000,Germany, Neustadt
255000,Hardtop,Jeanneau power boats,"Used boat,Diesel",2018,11.75,3.62,PVC,44,EUR,255000,France," golfe juan, GOLFE JUAN"
255000,Flybridge,Azimut power boats,"Used boat,Diesel",2006,12,4,GRP,88,EUR,255000,Croatia , Istra
255000,Motor Yacht,Rhea power boats,"Used boat,Unleaded",2019,9.75,3.33,PVC,96,EUR,255000,France," cavalaire, France"
254900,Hardtop,Jeanneau power boats,"new boat from stock,Unleaded",2019,10.44,3.32,GRP,75,EUR,254900,Germany, Berlin 
275000,Runabout,Riva power boats,"Used boat,Unleaded",2017,8.21,2.5,GRP,388,CHF,277750,Switzerland, Lake Geneva 
254000,Motor Yacht,Storebro power boats,"Used boat,Diesel",2005,12.5,3.9,GRP,434,EUR,254000,Germany, Kappeln / Ostsee
253370,Hardtop,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,9.9,3.4,PVC,75,EUR,253370,Spain, Port Ginesta
253000,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2011,11.98,4.16,PVC,68,EUR,253000,France," cannes, CANNES"
252800,Trawler,BÃ©nÃ©teau power boats,"new boat from stock,Diesel",2020,11.29,3.96,PVC,54,EUR,252800,France," 29200 BREST, France"
250000,Hardtop,Azimut power boats,"Used boat,Diesel",2007,13,4.22,GRP,242,EUR,250000,Italy, Lombardia - Trentino Alto Adige 
250000,Motor Yacht,Azimut power boats,"Used boat,Diesel",2006,12.43,4.29,GRP,82,EUR,250000,Italy, Liguria 
250000,Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2015,12.89,4.05,PVC,60,EUR,250000,France," Marseille, France"
250000,Flybridge,Cranchi power boats,Used boat,2007,15.52,4.33,GRP,42,EUR,250000,Turkey, Western Turkey
250000,Flybridge,Ferretti power boats,"Used boat,Diesel",2000,16.3,4.73,GRP,39,EUR,250000,Italy, Lazio 
250000,Flybridge,Conam power boats,"Used boat,Diesel",2006,18.45,4.4,GRP,127,EUR,250000,Italy, Campania 
250000,Motor Yacht,Raffaelli power boats,"Used boat,Diesel",2008,17.9,4.38,GRP,87,EUR,250000,Italy, Mar Tirreno
250000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2000,17.07,4.6,GRP,158,EUR,250000,Italy, Lavagna
249900,Hardtop,Jeanneau power boats,"Used boat,Diesel",2018,11.15,3.74,GRP,81,EUR,249900,Germany, RÃ¶bel
249900,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1995,18,4.68,GRP,160,EUR,249900,Spain, Costa Blanca
249900,Motor Yacht,Invictus power boats,"new boat from stock,Diesel",2019,10,2.78,GRP,164,EUR,249900,Spain, Ibiza
249841,Motor Yacht,Sealine power boats,"new boat from stock,Diesel",2020,10.31,3.5,GRP,106,EUR,249841,Germany, Nordsee 
270000,Motor Yacht,Frauscher power boats,"Used boat,Unleaded",2016,9.99,2.98,GRP,340,CHF,272700,Switzerland, Lago Maggiore
249500,Motor Yacht,Jacabo power boats,Used boat,2005,14.75,4.25,Steel,64,EUR,249500,Netherlands, In verkoophaven
249000,Motor Yacht,Linssen power boats,"Used boat,Diesel",1998,14.1,4.45,Steel,162,EUR,249000,Germany, Brandenburg 
249000,Motor Yacht,Sealine power boats,Used boat,2017,10.31,3.5,GRP,172,EUR,249000,Finland," Turku, (FI)"
249000,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2020,10.56,3.32,PVC,44,EUR,249000,France," cogolin, Les Marines de Cogolin"
249000,Hardtop,Jeanneau power boats,"new boat from stock,Unleaded",2020,10.45,3.37,PVC,32,EUR,249000,France," Mandelieu la Napoule, France"
249000,Motor Yacht,van der Heijden power boats,Used boat,2002,14.95,4.65,Steel,110,EUR,249000,Netherlands, In verkoophaven
249000,Hardtop,Marex power boats,"Used boat,Diesel",2017,9.99,3.3,GRP,258,EUR,249000,Germany, Mecklenburg-Vorpommern 
249000,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2019,10.5,3.32,PVC,57,EUR,249000,France," LA GRANDE MOTTE, France"
249000,Flybridge,Ferretti power boats,"Used boat,Diesel",2003,14.5,4.6,GRP,115,EUR,249000,France, PACA
249000,Hardtop,BÃ©nÃ©teau power boats,"new boat from stock,Diesel",2020,9.95,3.35,PVC,71,EUR,249000,France," PORT LEUCATE, France"
248800,Cabin Boat,Invictus power boats,"new boat from stock,Unleaded",2020,9.97,3,GRP,173,EUR,248800,Germany, Lake Constance 
248700,"Classic,Runabout",Frauscher power boats,"new boat on order,Unleaded",2021,7.57,2.25,GRP,191,EUR,248700,Switzerland, Lake Constance 
1850000,Motor Yacht,Minor power boats,"Used boat,Diesel",2013,11.8,3.6,GRP,48,DKK,240500,Denmark, Reese Marin Aabenraa
248000,Hardtop,Sessa power boats,"Used boat,Diesel",2012,13.5,4,Plastic,350,EUR,248000,Italy, Lago Maggiore 
248000,Trawler,BÃ©nÃ©teau power boats,new boat from stock,2018,9.99,3.53,PVC,125,EUR,248000,Belgium ," Nieuport, Belgique"
247820,Sport Boat,Tecnorib power boats,"new boat from stock,Unleaded",2020,11.37,3.54,GRP,104,EUR,247820,Switzerland, Gottlieben 
247000,Hardtop,Marex power boats,"Used boat,Diesel",2016,10.2,3.2,GRP,217,EUR,247000,France, PACA
245000,Flybridge,Dellapasqua power boats,"Used boat,Diesel",2011,13.3,4.22,GRP,65,EUR,245000,Italy, Sardegna 
245000,Motor Yacht,Galeon power boats,"Used boat,Diesel",2011,12.26,3.9,GRP,183,EUR,245000,Germany, Niedersachsen 
245000,Flybridge,Princess power boats,"Used boat,Diesel",2007,13.05,4.13,GRP,157,EUR,245000,Spain, Mallorca 
245000,Flybridge,Azimut power boats,"Used boat,Diesel",2009,12.9,4.22,GRP,234,EUR,245000,Spain, Mallorca 
